datetime,temperature,humidity,CO2_PPM,CH4_PPM,H2_PPM
07/13/2024 02:22:06,25.00,59,400.63,4.62,0.36
07/13/2024 02:22:09,25.00,59,400.63,4.62,0.36
07/13/2024 02:22:11,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:14,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:16,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:19,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:21,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:23,25.00,59,400.62,4.64,0.36
07/13/2024 02:22:26,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:28,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:31,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:33,25.00,59,400.63,4.62,0.36
07/13/2024 02:22:36,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:38,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:41,25.00,59,400.62,4.64,0.36
07/13/2024 02:22:43,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:46,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:48,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:50,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:53,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:55,25.00,59,400.62,4.62,0.36
07/13/2024 02:22:58,25.00,59,400.62,4.59,0.36
07/13/2024 02:23:00,25.00,59,400.62,4.62,0.36
07/13/2024 02:23:03,25.00,59,400.62,4.64,0.36
07/13/2024 02:23:05,25.00,59,400.62,4.62,0.36
07/13/2024 02:23:08,25.00,59,400.62,4.62,0.36
07/13/2024 02:23:10,25.00,59,400.62,4.64,0.36
07/13/2024 02:23:13,25.00,59,400.62,4.64,0.36
07/13/2024 02:23:15,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:17,25.00,59,400.62,4.62,0.36
07/13/2024 02:23:20,25.00,59,400.62,4.64,0.36
07/13/2024 02:23:22,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:25,25.00,59,400.62,4.62,0.36
07/13/2024 02:23:27,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:30,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:32,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:35,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:37,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:39,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:42,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:44,25.00,59,400.62,4.64,0.36
07/13/2024 02:23:47,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:49,25.00,59,400.61,4.62,0.36
07/13/2024 02:23:52,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:54,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:57,25.00,59,400.61,4.64,0.36
07/13/2024 02:23:59,25.00,59,400.61,4.67,0.36
07/13/2024 02:24:02,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:04,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:06,25.00,59,400.61,4.62,0.36
07/13/2024 02:24:09,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:11,25.00,59,400.61,4.62,0.36
07/13/2024 02:24:14,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:16,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:19,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:21,25.00,59,400.61,4.64,0.36
07/13/2024 02:24:24,25.00,59,400.61,4.62,0.36
07/13/2024 02:24:26,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:29,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:31,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:33,25.00,59,400.60,4.64,0.36
07/13/2024 02:24:36,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:38,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:41,25.00,59,400.60,4.64,0.36
07/13/2024 02:24:43,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:46,25.00,59,400.61,4.62,0.36
07/13/2024 02:24:48,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:51,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:53,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:55,25.00,59,400.60,4.62,0.36
07/13/2024 02:24:58,25.00,59,400.60,4.64,0.36
07/13/2024 02:25:00,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:03,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:05,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:08,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:10,25.00,59,400.60,4.64,0.36
07/13/2024 02:25:13,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:15,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:18,25.00,59,400.60,4.62,0.36
07/13/2024 02:25:20,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:22,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:25,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:27,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:30,25.00,59,400.59,4.67,0.36
07/13/2024 02:25:32,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:35,25.00,59,400.60,4.64,0.36
07/13/2024 02:25:37,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:40,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:42,25.00,59,400.59,4.64,0.36
07/13/2024 02:25:44,25.00,59,400.59,4.64,0.36
07/13/2024 02:25:47,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:49,25.00,59,400.59,4.62,0.36
07/13/2024 02:25:52,25.00,59,400.59,4.64,0.36
07/13/2024 02:25:54,25.00,59,400.59,4.64,0.36
07/13/2024 02:25:57,25.00,59,400.59,4.64,0.36
07/13/2024 02:25:59,25.00,59,400.59,4.62,0.36
07/13/2024 02:26:02,25.00,59,400.59,4.64,0.36
07/13/2024 02:26:04,25.00,59,400.59,4.64,0.36
07/13/2024 02:26:07,25.00,59,400.59,4.62,0.36
07/13/2024 02:26:09,25.00,59,400.59,4.62,0.36
07/13/2024 02:26:11,25.00,59,400.59,4.62,0.36
07/13/2024 02:26:14,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:16,25.00,59,400.59,4.62,0.36
07/13/2024 02:26:19,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:21,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:24,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:26,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:29,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:31,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:34,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:36,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:38,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:41,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:43,25.00,59,400.58,4.64,0.36
07/13/2024 02:26:46,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:48,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:51,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:53,25.00,59,400.58,4.62,0.36
07/13/2024 02:26:56,25.00,59,400.58,4.67,0.36
07/13/2024 02:26:58,25.00,59,400.58,4.62,0.36
07/13/2024 02:27:00,25.00,59,400.58,4.62,0.36
07/13/2024 02:27:03,25.00,59,400.58,4.62,0.36
07/13/2024 02:27:05,25.00,59,400.58,4.64,0.36
07/13/2024 02:27:08,25.00,59,400.58,4.64,0.36
07/13/2024 02:27:10,25.00,59,400.54,4.41,0.35
07/13/2024 02:27:13,25.00,59,400.53,4.41,0.35
07/13/2024 02:27:15,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:18,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:20,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:23,25.00,59,400.53,4.36,0.35
07/13/2024 02:27:25,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:27,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:30,25.00,59,400.52,4.33,0.35
07/13/2024 02:27:32,25.00,59,400.53,4.36,0.35
07/13/2024 02:27:35,25.00,59,400.52,4.41,0.35
07/13/2024 02:27:37,25.00,59,400.52,4.36,0.35
07/13/2024 02:27:40,25.00,59,400.53,4.38,0.35
07/13/2024 02:27:42,25.00,59,400.52,4.41,0.35
07/13/2024 02:27:45,25.00,59,400.52,4.38,0.35
07/13/2024 02:27:47,25.00,59,400.52,4.38,0.35
07/13/2024 02:27:50,25.00,59,400.52,4.38,0.35
07/13/2024 02:27:52,25.00,59,400.52,4.36,0.35
07/13/2024 02:27:54,25.00,59,400.52,4.38,0.35
07/13/2024 02:27:57,25.00,59,400.52,4.38,0.35
07/13/2024 02:27:59,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:02,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:04,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:07,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:09,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:12,25.00,59,400.51,4.36,0.35
07/13/2024 02:28:14,25.00,59,400.51,4.38,0.35
07/13/2024 02:28:16,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:19,25.00,59,400.51,4.38,0.35
07/13/2024 02:28:21,25.00,59,400.51,4.41,0.35
07/13/2024 02:28:24,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:26,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:29,25.00,59,400.51,4.41,0.35
07/13/2024 02:28:31,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:34,25.00,59,400.52,4.38,0.35
07/13/2024 02:28:36,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:39,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:41,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:43,25.00,59,400.52,4.44,0.35
07/13/2024 02:28:46,25.00,59,400.52,4.44,0.35
07/13/2024 02:28:48,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:51,25.00,59,400.52,4.44,0.35
07/13/2024 02:28:53,25.00,59,400.52,4.41,0.35
07/13/2024 02:28:56,25.00,59,400.52,4.44,0.35
07/13/2024 02:28:58,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:01,25.00,59,400.52,4.44,0.35
07/13/2024 02:29:03,25.00,59,400.52,4.44,0.35
07/13/2024 02:29:05,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:08,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:10,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:13,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:15,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:18,25.00,59,400.51,4.38,0.35
07/13/2024 02:29:20,25.00,59,400.51,4.41,0.35
07/13/2024 02:29:23,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:25,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:28,25.00,59,400.51,4.41,0.35
07/13/2024 02:29:30,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:32,25.00,59,400.51,4.47,0.35
07/13/2024 02:29:35,25.00,59,400.52,4.44,0.35
07/13/2024 02:29:37,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:40,25.00,59,400.52,4.44,0.35
07/13/2024 02:29:42,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:45,25.00,59,400.51,4.41,0.35
07/13/2024 02:29:47,25.00,59,400.52,4.41,0.35
07/13/2024 02:29:50,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:52,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:55,25.00,59,400.51,4.44,0.35
07/13/2024 02:29:57,25.00,59,400.51,4.41,0.35
07/13/2024 02:29:59,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:02,25.00,59,400.51,4.41,0.35
07/13/2024 02:30:04,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:07,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:09,25.00,59,400.51,4.41,0.35
07/13/2024 02:30:12,25.00,59,400.51,4.41,0.35
07/13/2024 02:30:14,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:17,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:19,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:22,25.00,59,400.51,4.47,0.35
07/13/2024 02:30:24,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:26,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:29,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:31,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:34,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:36,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:39,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:41,25.00,59,400.51,4.41,0.35
07/13/2024 02:30:44,25.00,59,400.51,4.44,0.35
07/13/2024 02:30:46,25.00,59,400.51,4.47,0.35
07/13/2024 02:30:48,25.00,59,400.51,4.47,0.35
07/13/2024 02:30:51,25.00,59,400.51,4.47,0.35
07/13/2024 02:30:53,25.00,59,400.51,4.47,0.35
07/13/2024 02:30:56,25.00,59,400.51,4.50,0.35
07/13/2024 02:30:58,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:01,25.00,59,400.51,4.44,0.35
07/13/2024 02:31:03,25.00,59,400.51,4.44,0.35
07/13/2024 02:31:06,25.00,59,400.51,4.44,0.35
07/13/2024 02:31:08,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:11,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:13,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:15,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:18,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:20,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:23,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:25,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:28,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:30,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:33,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:35,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:37,25.00,59,400.51,4.53,0.35
07/13/2024 02:31:40,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:42,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:45,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:47,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:50,25.00,59,400.51,4.47,0.35
07/13/2024 02:31:52,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:55,25.00,59,400.51,4.50,0.35
07/13/2024 02:31:57,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:00,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:02,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:04,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:07,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:09,25.00,59,400.51,4.50,0.35
07/13/2024 02:32:12,25.00,59,400.51,4.47,0.35
07/13/2024 02:32:14,25.00,59,400.51,4.47,0.35
07/13/2024 02:32:17,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:19,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:22,25.00,59,400.51,4.47,0.35
07/13/2024 02:32:24,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:26,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:29,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:31,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:34,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:36,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:39,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:41,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:44,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:46,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:49,25.00,59,400.50,4.47,0.35
07/13/2024 02:32:51,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:53,25.00,59,400.50,4.50,0.35
07/13/2024 02:32:56,25.00,59,400.50,4.53,0.35
07/13/2024 02:32:58,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:01,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:03,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:06,25.00,59,400.50,4.53,0.35
07/13/2024 02:33:08,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:11,25.00,59,400.50,4.44,0.35
07/13/2024 02:33:13,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:16,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:18,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:20,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:23,25.00,59,400.50,4.53,0.35
07/13/2024 02:33:25,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:28,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:30,25.00,59,400.50,4.50,0.35
07/13/2024 02:33:33,24.00,60,400.50,4.47,0.35
07/13/2024 02:33:35,24.00,60,400.50,4.44,0.35
07/13/2024 02:33:38,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:40,25.00,59,400.50,4.47,0.35
07/13/2024 02:33:42,24.00,60,400.50,4.44,0.35
07/13/2024 02:33:45,24.00,60,400.50,4.50,0.35
07/13/2024 02:33:47,24.00,60,400.50,4.47,0.35
07/13/2024 02:33:50,24.00,60,400.50,4.44,0.35
07/13/2024 02:33:52,24.00,60,400.49,4.44,0.35
07/13/2024 02:33:55,24.00,60,400.50,4.47,0.35
07/13/2024 02:33:57,24.00,60,400.50,4.47,0.35
07/13/2024 02:34:00,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:02,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:05,24.00,60,400.49,4.50,0.35
07/13/2024 02:34:07,24.00,60,400.50,4.50,0.35
07/13/2024 02:34:09,24.00,60,400.50,4.47,0.35
07/13/2024 02:34:12,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:14,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:17,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:19,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:22,24.00,60,400.49,4.50,0.35
07/13/2024 02:34:24,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:27,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:29,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:32,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:34,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:36,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:39,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:41,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:44,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:46,24.00,60,400.48,4.44,0.35
07/13/2024 02:34:49,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:51,24.00,60,400.49,4.44,0.35
07/13/2024 02:34:54,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:56,24.00,60,400.49,4.47,0.35
07/13/2024 02:34:58,24.00,60,400.49,4.44,0.35
07/13/2024 02:35:01,24.00,60,400.48,4.50,0.35
07/13/2024 02:35:03,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:06,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:08,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:11,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:13,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:16,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:18,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:21,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:23,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:25,24.00,60,400.48,4.41,0.35
07/13/2024 02:35:28,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:30,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:33,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:35,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:38,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:40,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:43,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:45,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:48,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:50,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:52,24.00,60,400.48,4.44,0.35
07/13/2024 02:35:55,24.00,60,400.48,4.47,0.35
07/13/2024 02:35:57,25.00,59,400.48,4.47,0.35
07/13/2024 02:36:00,24.00,60,400.48,4.44,0.35
07/13/2024 02:36:02,24.00,60,400.48,4.44,0.35
07/13/2024 02:36:05,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:07,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:10,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:12,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:14,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:17,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:19,25.00,59,400.47,4.44,0.35
07/13/2024 02:36:22,24.00,60,400.48,4.44,0.35
07/13/2024 02:36:24,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:27,24.00,60,400.47,4.44,0.35
07/13/2024 02:36:29,25.00,59,400.47,4.41,0.35
07/13/2024 02:36:32,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:34,24.00,60,400.47,4.47,0.35
07/13/2024 02:36:37,24.00,60,400.47,4.47,0.35
07/13/2024 02:36:39,24.00,60,400.47,4.44,0.35
07/13/2024 02:36:41,25.00,59,400.47,4.47,0.35
07/13/2024 02:36:44,25.00,59,400.47,4.44,0.35
07/13/2024 02:36:46,25.00,59,400.48,4.44,0.35
07/13/2024 02:36:49,24.00,60,400.48,4.47,0.35
07/13/2024 02:36:51,24.00,60,400.46,4.41,0.35
07/13/2024 02:36:54,25.00,59,400.46,4.38,0.35
07/13/2024 02:36:56,24.00,60,400.46,4.38,0.35
07/13/2024 02:36:59,25.00,59,400.47,4.38,0.35
07/13/2024 02:37:01,24.00,60,400.46,4.38,0.35
07/13/2024 02:37:03,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:06,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:08,24.00,60,400.46,4.38,0.35
07/13/2024 02:37:11,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:13,24.00,60,400.46,4.38,0.35
07/13/2024 02:37:16,24.00,60,400.46,4.41,0.35
07/13/2024 02:37:18,24.00,60,400.46,4.38,0.35
07/13/2024 02:37:21,25.00,59,400.46,4.41,0.35
07/13/2024 02:37:23,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:26,25.00,59,400.46,4.41,0.35
07/13/2024 02:37:28,24.00,60,400.46,4.41,0.35
07/13/2024 02:37:30,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:33,25.00,59,400.46,4.38,0.35
07/13/2024 02:37:35,24.00,60,400.46,4.38,0.35
07/13/2024 02:37:38,25.00,59,400.46,4.44,0.35
07/13/2024 02:37:40,25.00,59,400.46,4.41,0.35
07/13/2024 02:37:43,25.00,59,400.46,4.41,0.35
07/13/2024 02:37:45,25.00,59,400.46,4.47,0.35
07/13/2024 02:37:48,24.00,60,400.46,4.41,0.35
07/13/2024 02:37:50,25.00,59,400.46,4.44,0.35
07/13/2024 02:37:52,25.00,59,400.46,4.44,0.35
07/13/2024 02:37:55,25.00,59,400.46,4.41,0.35
07/13/2024 02:37:57,25.00,59,400.46,4.41,0.35
07/13/2024 02:38:00,25.00,59,400.46,4.41,0.35
07/13/2024 02:38:02,25.00,59,400.46,4.44,0.35
07/13/2024 02:38:05,25.00,59,400.46,4.44,0.35
07/13/2024 02:38:07,25.00,59,400.46,4.41,0.35
07/13/2024 02:38:10,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:12,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:15,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:17,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:19,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:22,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:24,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:27,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:29,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:32,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:34,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:37,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:39,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:42,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:44,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:46,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:49,25.00,59,400.45,4.38,0.35
07/13/2024 02:38:51,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:54,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:56,25.00,59,400.45,4.41,0.35
07/13/2024 02:38:59,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:01,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:04,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:06,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:09,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:11,25.00,59,400.45,4.38,0.35
07/13/2024 02:39:13,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:16,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:18,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:21,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:23,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:26,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:28,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:31,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:33,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:35,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:38,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:40,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:43,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:45,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:48,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:50,25.00,59,400.45,4.41,0.35
07/13/2024 02:39:53,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:55,25.00,59,400.45,4.44,0.35
07/13/2024 02:39:58,25.00,59,400.44,4.44,0.35
07/13/2024 02:40:00,25.00,59,400.44,4.44,0.35
07/13/2024 02:40:02,25.00,59,400.44,4.44,0.35
07/13/2024 02:40:05,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:07,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:10,25.00,59,400.44,4.44,0.35
07/13/2024 02:40:12,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:15,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:17,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:20,25.00,59,400.44,4.41,0.35
07/13/2024 02:40:22,25.00,59,400.44,4.38,0.35
07/13/2024 02:40:24,25.00,59,400.44,4.44,0.35
07/13/2024 02:40:27,25.00,59,400.44,4.38,0.35
